WARD,PRECINCT,REGISTERED VOTERS,BALLOTS CAST,BART GOLDBERG,BRIAN MURPHY,ANNE MARIE MILES,MARTY QUINN,GREG BREWER,ADAM L. MIGUEST,MINERVA V. OROZCO,MARETTA BROWN-MILLER,CHARLES E. EASTWOOD,BRIAN E. SLEET,GREGORY I. MITCHELL,DEBRA L. SILVERSTEIN,JOANN THOMPSON,JEFFERY D. TURNER,LATASHA R. THOMAS,WILLIAM SIEGMUND,TIMOTHY M. CULLERTON,PATRICIA A. FOSTER,JIM HINKAMP,REY COLON,RAHM EMANUEL,GERY J. CHICO,GEORGE CARDENAS,ENRIQUE G. PEREZ,CHARLES V. 'CHUCK' MAIDA,EDDIE M. REED,BERNARD L. STONE,VALERIE F. LEONARD,EBONY TILLMAN,BRIAN GORMAN,RODERICK T. SAWYER,MITCHELL A. NEWMAN,MARGARET LAURINO,EDWARD M. BURKE,AMEYA PAWAR,MICHAEL FITZGERALD WARD,ANNA KLOCEK,PATRICIA VAN PELT WATKINS,"WILLIAM WALLS, III",RONALD MITCHELL,JOHN R. VIDECKIS,JOHN GARRIDO,WILLIE B. COCHRAN,BEFEKADU T. RETTA,SANDI JACKSON,MICHAEL E. MAYDEN,BRIAN SCOTT,GENITA C. ROBINSON,MICHAEL CHARLES MOSES,CARMEN HERNANDEZ,REGNER 'RAY' SUAREZ,BROCK MERCK,MICHAEL R. ZALEWSKI,MIGUEL SOTOMAYOR,C B JOHNSON,MICHAEL CARROLL,MICHAEL 'MIKE' JANKOVICH,TOM COURTNEY,MANNY ROMAN,ALBERTO BOCANEGRA JR.,SIDNEY H. BROOKS,MICHAEL D. CHANDLER,CHESTER R. HORNOWSKI,JOHN K. KOZLAR,HAROLD L. BAILEY,SHARON DENISE DIXON,VETRESS BOYCE,VIRGIL S. MEANS,PHILLIP R. SHERLOCK,TWAUNDELLA TAYLOR,JILL R. BUSH,FELICIA H. SIMMONS-STOVALL,RICARDO MUNOZ,RONALD J. BALTIERRA,TOM JACKS,HARRY OSTERMAN,TOM O'DONNELL,CASSANDRA GOODRUM-BURTON,SHELDON L. SHERMAN,SHANIKA J. FINLEY,BRENDAN REILLY,STEVEN E. PLEASANT,PHILIP R. BERNSTEIN,LORI S. YOKOYAMA,CAROL HIGHTOWER CHALMERS,TONI L. FOULKES,LIONELL R. MARTIN,SCOTT WAGUESPACK,SANDRA L. MALLORY,SAMMY CLIFFORD PACK JR.,ANTHONY A. BEALE,BRUCE RANDAZZO,RAYMOND A. LOPEZ,RICHARD GONZALEZ,BURL L. MCQUEEN,MARY O'CONNOR,TOM CARAVETTE,PAULETTE COLEMAN,FRANK M. BASS,MICHELLE A. HARRIS,"RICHARD L. MARTINEZ, JR.",FEDERICO SCIAMMARELLA,BOB FIORETTI,DAVID M. PAVLIK,FAHEEM SHABAZZ,ROMAN MORROW,CARMEN OLMETTI,JAMES A. BALCER,ROBERTO MALDONADO,EMMA M. MITTS,STELLA NICPON,MARIA E. 'CHULA' ORTIZ,EDMUND 'ED' J. QUARTULLO,JONATHAN T. STAMPS,HAROLD 'NOONIE' WARD,BRUNO BELLISSIMO,REGINA D. LEWIS,AHMED KHAN,MELISSA CALLAHAN,PATRICK J. O'CONNOR,DEBORAH LOPEZ,CHE 'RHYMEFEST' SMITH,ERIC HERMOSILLO,CHUKS ONYEZIA,"JOSEPH C. ZIEGLER, JR.",AMBROSIO 'AMBI' MEDRANO JR.,BITA BUENROSTRO,SCOTT BASKIN,CARRIE M. AUSTIN,GEORGE E. DAVIS,MICHAEL A. DAVIS,THOMAS M. TUNNEY,DONIELLE C. LAWSON,PAT DOWELL,JOE MOORE,RICHARD A. WOOTEN,FREDDRENNA M. LYLE,MAURITA E. GAVIN,RAYMOND (RAY) CORONADO,ANNE SCHAIBLE,WALLACE E. 'MICKEY' JOHNSON,TAMEKA GAVIN,"HOWARD B. BROOKINS, JR.",DIANE SHAPIRO,RICHARD F. MELL,MAHMOUD BAMBOUYANI,HAL E. BASKIN,JEROME MADDOX,JIMMY LEE LARD,ODDIS'O.J'JOHNSON,JASON C. ERVIN,JOSE GUERECA,BEVERLY D. ROGERS,JIM MULLEN,TIM EGAN,DON BLAIR,JAMES A. BOSCO,NORMAN H. BOLDEN,WILLIAM D. 'WILL' BURNS,MARC KAPLAN,LESLIE A. HAIRSTON,BARBARA ATECA,SHAVONDA FIELDS,PROCO 'JOE' MORENO,JAVIER DIAZ,MARY RUSSELL GARDNER,SHERYL M. MORABITO,SYRON M. SMITH,JEFFREY L. LEWIS,"WALTER BURNETT, JR.",THOMAS E. SIMMONS,GLENN ROSS,ARIEL E. REBOYRAS,MATTHEW J. O'SHEA,BRIAN WHITE,RAFAEL A. VARGAS,GEORGE BANNA,DANIEL 'DANNY' SOLIS,DON NOWOTNY,NEFTALIE GONZALEZ,MATT REICHEL,MELISSA L. WILLIAMS,NICHOLAS SPOSATO,LARRY G. NELSON,NANCY SCHIAVONE,GEVONNA FASSETT,JAMES CAPPLEMAN,CARL SEGVICH,MARTAVIUS 'MARK' CARTER,EMILY STEWART,CUAHUTEMOC MORFIN,JOHN A. RICE,JOHN A. POPE,BERTHA F. STARKS,JAMES L. DANIELS,ANDRE SMITH,MIGUEL DEL VALLE,JOSEPH A. NASELLA,CHAUNCEY L. STROUD,GEORGE RUMSEY,MICHELE A. TANKERSLEY,JAMES E. WILLIAMS,DEVON REID,ANTOINE MEMBERS,SHIRLEY J. WHITE,ANDY W. LAM,BRYAN P. LYNCH,PATRICK MCDONOUGH,WILBERT E. COOK  III,DANIEL T. LAPINSKI,CAITLIN MCINTYRE,MARY K. HUNTER,JODI BIANCALANA,JOHN JOSEPH QUINN,JESUS 'JESSE' INIGUEZ,JOSE E. ARTEAGA,THOMAS J. MOTZNY,SONDRA R. (SAM) SPELLMAN,TOMMY O. ABINA,HENRY MOSES,DOUG CANNON,MARINA YOLANDA FAZ-HUPPERT,SANDRA J. WALTERS,MARY ANNE 'MOLLY' PHELAN,JAMES J. SCHAMNE,STEVEN CHERESKA,GEORGE G. NEWELL,JOHN ARENA,DAVID H. MOORE,DEBORAH WASHINGTON,MICHELE SMITH,JULIUS ANDERSON,CAROL MOSELEY BRAUN,JOSE R. LEON,EDDIE JOHNSON  III,DEBORAH L. GRAHAM,DARCEL A. BEAVERS,LONA LANE,SYLVIA Y. JONES,ANNA GORAL,SIDNEY (SID) SHELTON,SEKUM WALKER,THOMAS PATRICK MURPHEY,RONALD CARTER,MICHAEL F. DANIELS
7,42,852,309,,,,,,,,,,,21,,,,,,,,,,194,27,,,,,,,,,,,,,,,,9,8,,,,,,165,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,57,,,,100,,,,,,,,
7,43,598,248,,,,,,,,,,,42,,,,,,,,,,154,21,,,,,,,,,,,,,,,,11,5,,,,,,94,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29,,,45,,,,68,,,,,,,,
7,44,998,369,,,,,,,,,,,38,,,,,,,,,,216,31,,,,,,,,,,,,,,,,10,7,,,,,,229,,,,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,93,,,,47,,,,,,,,
7,45,584,350,,,,,,,,,,,48,,,,,,,,,,200,31,,,,,,,,,,,,,,,,11,8,,,,,,203,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,80,,,,68,,,,,,,,
7,46,241,141,,,,,,,,,,,19,,,,,,,,,,79,17,,,,,,,,,,,,,,,,2,3,,,,,,89,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,30,,,,10,,,,,,,,
7,47,440,197,,,,,,,,,,,85,,,,,,,,,,123,20,,,,,,,,,,,,,,,,10,2,,,,,,75,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,33,,,,24,,,,,,,,
7,48,438,194,,,,,,,,,,,26,,,,,,,,,,128,16,,,,,,,,,,,,,,,,7,4,,,,,,106,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,30,,,,47,,,,,,,,
7,49,284,115,,,,,,,,,,,14,,,,,,,,,,71,8,,,,,,,,,,,,,,,,2,3,,,,,,55,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,26,,,,40,,,,,,,,
7,50,310,169,,,,,,,,,,,18,,,,,,,,,,97,10,,,,,,,,,,,,,,,,6,4,,,,,,92,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,43,,,,37,,,,,,,,
7,51,806,355,,,,,,,,,,,26,,,,,,,,,,196,32,,,,,,,,,,,,,,,,12,7,,,,,,197,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,91,,,,90,,,,,,,,
7,52,431,172,,,,,,,,,,,22,,,,,,,,,,104,18,,,,,,,,,,,,,,,,5,2,,,,,,72,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,36,,,,66,,,,,,,,
7,53,382,177,,,,,,,,,,,34,,,,,,,,,,107,16,,,,,,,,,,,,,,,,7,0,,,,,,79,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,41,,,,53,,,,,,,,
7,54,275,88,,,,,,,,,,,3,,,,,,,,,,50,12,,,,,,,,,,,,,,,,1,3,,,,,,41,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,18,,,,41,,,,,,,,
7,55,417,202,,,,,,,,,,,31,,,,,,,,,,124,21,,,,,,,,,,,,,,,,10,0,,,,,,127,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,39,,,,32,,,,,,,,
7,56,465,197,,,,,,,,,,,23,,,,,,,,,,129,13,,,,,,,,,,,,,,,,7,4,,,,,,109,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,37,,,,37,,,,,,,,
7,57,460,177,,,,,,,,,,,26,,,,,,,,,,94,18,,,,,,,,,,,,,,,,6,5,,,,,,78,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,51,,,,45,,,,,,,,
7,58,461,285,,,,,,,,,,,52,,,,,,,,,,172,28,,,,,,,,,,,,,,,,8,6,,,,,,152,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,60,,,,61,,,,,,,,
7,59,340,117,,,,,,,,,,,16,,,,,,,,,,70,25,,,,,,,,,,,,,,,,5,2,,,,,,63,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,12,,,,23,,,,,,,,
7,60,334,137,,,,,,,,,,,26,,,,,,,,,,85,15,,,,,,,,,,,,,,,,3,4,,,,,,60,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,25,,,,32,,,,,,,,
7,61,426,190,,,,,,,,,,,35,,,,,,,,,,113,11,,,,,,,,,,,,,,,,2,2,,,,,,100,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,50,,,,43,,,,,,,,
8,1,508,271,,,,,,,,,,,,,,,,,,,,,161,26,,,,,,,,,,,,,,,,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,175,,,,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,47,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62,,,,,,,,,,,,
8,2,296,118,,,,,,,,,,,,,,,,,,,,,63,14,,,,,,,,,,,,,,,,3,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,13,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28,,,,,,,,,,,,
8,3,567,323,,,,,,,,,,,,,,,,,,,,,177,33,,,,,,,,,,,,,,,,10,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,230,,,,,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,27,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91,,,,,,,,,,,,
8,4,473,240,,,,,,,,,,,,,,,,,,,,,145,26,,,,,,,,,,,,,,,,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,166,,,,,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,23,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52,,,,,,,,,,,,
8,5,496,298,,,,,,,,,,,,,,,,,,,,,147,26,,,,,,,,,,,,,,,,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,213,,,,,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,25,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101,,,,,,,,,,,,
8,6,551,263,,,,,,,,,,,,,,,,,,,,,150,22,,,,,,,,,,,,,,,,14,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,148,,,,,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,48,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63,,,,,,,,,,,,
8,7,496,209,,,,,,,,,,,,,,,,,,,,,126,22,,,,,,,,,,,,,,,,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,133,,,,,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,14,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47,,,,,,,,,,,,
8,8,521,290,,,,,,,,,,,,,,,,,,,,,165,20,,,,,,,,,,,,,,,,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,196,,,,,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,31,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78,,,,,,,,,,,,
8,9,578,310,,,,,,,,,,,,,,,,,,,,,177,22,,,,,,,,,,,,,,,,13,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,215,,,,,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,27,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77,,,,,,,,,,,,
8,10,589,348,,,,,,,,,,,,,,,,,,,,,209,30,,,,,,,,,,,,,,,,7,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,240,,,,,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,43,,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69,,,,,,,,,,,,
8,11,571,245,,,,,,,,,,,,,,,,,,,,,136,17,,,,,,,,,,,,,,,,13,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,163,,,,,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,19,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55,,,,,,,,,,,,
8,12,522,221,,,,,,,,,,,,,,,,,,,,,125,18,,,,,,,,,,,,,,,,10,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105,,,,,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,34,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56,,,,,,,,,,,,
8,13,427,199,,,,,,,,,,,,,,,,,,,,,116,24,,,,,,,,,,,,,,,,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,136,,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,15,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49,,,,,,,,,,,,
8,14,499,128,,,,,,,,,,,,,,,,,,,,,71,10,,,,,,,,,,,,,,,,6,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78,,,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,24,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28,,,,,,,,,,,,
8,15,429,187,,,,,,,,,,,,,,,,,,,,,107,10,,,,,,,,,,,,,,,,10,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97,,,,,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48,,,,,,,,,,,,
8,16,459,263,,,,,,,,,,,,,,,,,,,,,139,32,,,,,,,,,,,,,,,,8,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,173,,,,,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,31,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68,,,,,,,,,,,,
8,17,415,238,,,,,,,,,,,,,,,,,,,,,136,28,,,,,,,,,,,,,,,,15,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,183,,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,10,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44,,,,,,,,,,,,
8,18,393,147,,,,,,,,,,,,,,,,,,,,,94,7,,,,,,,,,,,,,,,,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82,,,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,27,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,,,,,,,,,,,,
8,19,612,293,,,,,,,,,,,,,,,,,,,,,168,23,,,,,,,,,,,,,,,,8,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,205,,,,,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,29,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75,,,,,,,,,,,,
8,20,438,180,,,,,,,,,,,,,,,,,,,,,102,12,,,,,,,,,,,,,,,,9,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,129,,,,,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,27,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,,,,,,,,,,,,
