WARD,PRECINCT,REGISTERED VOTERS,BALLOTS CAST,JA'MAL GREEN,SOPHIA KING,KAM BUCKNER,WILLIE L. WILSON,BRANDON JOHNSON,PAUL VALLAS,LORI E. LIGHTFOOT,RODERICK T. SAWYER,"JESUS ""CHUY"" GARCIA",KEITH M. JUDGE (WRITE-IN),STEPHEN HODGE (WRITE-IN),RYAN FRIEDMAN (WRITE-IN),STEPHANIE ANN MUSTARI (WRITE-IN),BRIDGETT PALMER (WRITE-IN),JOHNNY LOGALBO (WRITE-IN),DANIEL LA SPATA,"STEPHEN ""ANDY"" SCHNEIDER","PROCO ""JOE"" MORENO",SAM ROYKO,NICOLE LEE,CLEOPATRA DRAPER,YESSENIA CARREON,EDWARD WARD,LAMONT ROBINSON,PATRICK NAGLE,"JACQUELINE ""JACKIE"" BAEZ",RAYMOND A. LOPEZ,BRUCE RANDAZZO,"KIMBERLY I ""KIM"" EGONMWAN",MARIANNE LALONDE,COREY DOOLEY,KRIS LEVY,O. PATRICK BRUTUS,DAVID HERRERA,NATHAN BEAN (WRITE-IN),JOE DUNNE,STEPHANIE D. COLEMAN,BRIAN J. HAAG,JESSICA W. GUTIERREZ,"SAMANTHA ""SAM"" NUGENT",ANABEL ABARCA,ROBERT PALMER,JESSICA A. VENEGAS,KIRK J. ORTIZ (WRITE-IN),"LEONOR ""LORI"" TORRES WHITT",OSCAR SANCHEZ,VETRESS M. BOYCE,HELEN WEST,STEVE BOTSFORD,DERRICK G. CURTIS,PAUL STRUEBING,NEFTALIE GONZALEZ,RICHARD A WOOTEN,SONYA DORSEY (WRITE-IN),MICHAEL D. RODRIGUEZ,DAVID H. MOORE,PAT GIBBONS (WRITE-IN),CARLOS RAMIREZ-ROSA,MATTHEW J. O'SHEA,AJA KEARNEY,ANTHONY A. BEALE,"ANTHONY ""TONY"" BLAIR (WRITE-IN)",PAUL BRUTON,RONNIE L. MOSLEY,DALIAH GOREE,WENDI TAYLOR NATIONS,WILLIAMTON (WILLIE) DAVIS (WRITE-IN),CAMERON M. BARNES,MARLENE FISHER,LARRY SVABEK,HEATHER WILLS,KIM WALZ,LAITH SHAABAN,LENI MANAA-HOPPENWORTH,MARTINA 'TINA' HONE,FELIX CARDONA JR.,EMMA M. MITTS,ANDREW A. CLEAVER (WRITE-IN),"JAMES ""JIM"" GARDINER",ANDRE VASQUEZ,ANGELA CLAY,DON DAVIS (WRITE-IN),GLORIA ANN WILLIAMS,BILL CONWAY,WILLIAM E. HALL,JULIA M. RAMIREZ,JASMINE ROBERSON (WRITE-IN),"FROYLAN ""FROY"" JIMENEZ",LARRY LLOYD,SAMIE MARTINEZ,MARIJA TOMIC,DESMON C. YANCY,CHRIS TALIAFERRO,RUTH CRUZ,GREGORY I. MITCHELL,EBONY LUCAS,ROUSHAUNDA WILLIAMS,RAUL REYES,LARRY G. NELSON,MARTY QUINN,"WALTER BURNETT, JR.",DEBRA SILVERSTEIN,ANDY PETERS,"PAUL C. BRYSON, SR.",COREY DENELLE BRADDOCK,NICHOLAS SPOSATO,ED BANNON,JAKE TOWERS,CAROLYNN DENISE CRUMP,ANA GUAJARDO,"JESSICA ""JESSIE"" FUENTES",CREATIVE SCOTT,PAT DOWELL,BARBARA ANN BUNVILLE,"TIMOTHY ""TIM"" NOONAN",ANDRE PELOQUIN,BRENDAN REILLY,EDDIE JOHNSON III,WARREN WILLIAMS,JOCELYN HARE,SHARON E. PINCHAM,BELIA RODRIGUEZ,JUANPABLO PRIETO,TRACEY Y. BEY,AMBRIA TAYLOR,MICHAEL CORTEZ,PRESTON BROWN JR.,"WILLIAM ""BILL"" MORTON",WILLIAM CALLOWAY (WRITE-IN),"MATTHEW ""KHARI"" HUMPHRIES",ANA SANTOYO,MICHAEL T. CUMMINGS,EDDIE GUILLEN,"VICTORIA ""VICKO"" ALVAREZ",PRENTICE C. BUTLER,SEAN M. FLYNN,STEVEN MCCLELLAN,ROXANNE VOLKMANN,BRIAN HOPKINS,SUSANNA ERNST,JANE LUCIUS,TAVARES BRIGGS,ANTHONY V. NAPOLITANO,JULIAN PEREZ,KWELI KWAZA,CYNTHIA M. SANTOS,"SYLVESTER E BAKER, JR",MICHELLE A. HARRIS,"ELVIRA ""VIDA"" JIMENEZ",NASSIR FAULKNER,LINDA HUDSON,ESTEBAN BURGOA ONTANON,TIMMY KNUDSEN,GABRIEL PIEMONTE,CB JOHNSON,"ANTHONY ""TONY"" CIARAVINO",DREWONE GOLDSMITH,JIM ASCOT,BYRON SIGCHO LOPEZ,"WALLACE E. GOODE, JR.",LUTHER WOODRUFF JR.,NICK WARD,TRACI TREASURE JOHNSON,"GILBERT ""GIL"" VILLEGAS",MEGAN MATHIAS,ROSSANA RODRIGUEZ SANCHEZ,WALTER ADAMCZYK (WRITE-IN),BRIAN C. COMER,REBECCA JANOWITZ,DENALI DASGUPTA,PETER CHICO,AYANA CLARK,SHAWN A. WALKER,MONIQUE L. SCOTT,JASON C. ERVIN,JEYLU B. GUTIERREZ,DON DON,CORNELL DANTZLER,JAMES SUH,ANDRE SMITH,JOSHUA GRAY,STEVE DEMITRO,MATT MARTIN,AIDA FLORES,JEANETTE B TAYLOR,LISA ANN BROWN NEWMAN (WRITE-IN),"DIALIKA ""DEE"" PERKINS",RENITA Q. WARD,ANGEE GONZALEZ RODRIGUEZ,BENNETT R. LAWSON,ISAAC FREILICH JONES,SCOTT WAGUESPACK,CHRISTIAN BLUME,KRISTIAN R. ARMENDARIZ,KIRBY BIRGANS,MUEZE BAWANY,METIN OKIC (WRITE-IN),PATRICIA LYNN TILLMAN (WRITE-IN),MARIA HADDEN,FRANCO REYES,JUSTIN SAWYER (WRITE-IN),JENNIFER O. MADDOX,SILVANA TABARES,HOWARD RAY
23,20,635,176,3,2,1,7,26,38,6,0,92,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101,
23,21,645,159,4,1,0,14,12,47,6,2,73,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82,
23,22,667,171,2,3,0,17,9,54,11,0,75,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95,
23,23,703,178,2,4,2,15,14,54,4,1,82,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114,
23,24,721,176,0,0,2,10,16,41,9,1,97,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99,
23,25,504,169,3,0,1,11,7,60,5,0,82,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71,
23,26,509,139,4,1,0,6,10,32,5,0,81,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,
23,27,680,146,0,5,0,10,17,30,13,0,71,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78,
23,28,824,224,1,0,0,10,23,82,12,0,95,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119,
23,29,983,274,8,1,2,20,13,59,19,0,151,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112,
23,30,831,186,2,1,0,18,14,47,16,1,85,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106,
23,31,780,222,6,0,0,9,19,69,9,0,109,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110,
23,32,584,182,1,0,0,8,18,61,8,2,83,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81,
23,33,1183,411,7,2,2,35,37,145,49,2,131,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,193,
24,1,788,188,5,0,0,60,38,7,73,0,4,0,0,0,0,0,0,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,,,,,,,,,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,2,,4,,,,,,,,,,,102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,2,655,173,7,1,0,48,30,13,68,1,5,0,0,0,0,0,0,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,14,,5,,,,,,,,,,,82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,3,1388,345,21,1,0,76,64,21,150,1,10,0,0,0,0,0,0,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,,,,,,,,,,,,,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,,,,5,,15,,,,,,,,,,,176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,4,1392,306,12,3,1,75,54,11,131,3,15,0,0,0,0,0,0,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,,,,5,,20,,,,,,,,,,,134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,5,1979,502,18,1,1,118,80,36,229,1,18,0,0,0,0,0,0,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,,,,,,,,,,,,,122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56,,,,37,,15,,,,,,,,,,,205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,6,1230,324,13,0,1,84,62,13,140,0,11,0,0,0,0,0,0,,,,,,,,11,,,,,,,,,,,,,,,,,,,,,,,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,,,,,,,,,,,,,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,,,,17,,8,,,,,,,,,,,162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,7,732,157,5,0,2,47,24,5,68,0,4,0,0,0,0,0,0,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,13,,4,,,,,,,,,,,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,8,921,222,10,3,1,67,33,12,84,0,12,0,0,0,0,0,0,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,,,,10,,5,,,,,,,,,,,92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,9,1616,383,14,1,4,90,79,17,156,4,17,0,0,0,0,0,0,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94,,,,6,,13,,,,,,,,,,,126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,10,1135,295,11,1,1,92,46,14,116,0,11,0,0,0,0,0,0,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,12,,13,,,,,,,,,,,151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,11,1500,324,13,4,1,85,58,25,124,1,11,0,0,0,0,0,0,,,,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,,,,13,,5,,,,,,,,,,,163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,12,1998,505,12,2,5,138,122,29,173,2,21,0,0,0,0,0,0,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,,,,,,,,,,,,,69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62,,,,18,,12,,,,,,,,,,,238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,13,1632,341,13,3,2,84,65,26,139,0,8,0,0,0,0,0,0,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,,,,,,,,,,,,,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,,,14,,18,,,,,,,,,,,171,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,14,1195,322,9,6,2,81,59,16,134,3,8,0,0,0,0,0,0,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,,,,,,,,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,,,,7,,8,,,,,,,,,,,170,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,15,1180,232,9,2,2,64,31,16,102,1,4,0,0,0,0,0,0,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,10,,9,,,,,,,,,,,127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,16,557,135,3,2,0,26,29,10,53,0,10,0,0,0,0,0,0,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,,,8,,5,,,,,,,,,,,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,17,1321,284,13,3,3,83,31,20,119,1,9,0,0,0,0,0,0,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,,,,,,,,,,,,,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,,,,17,,9,,,,,,,,,,,142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,18,1660,448,8,3,3,64,113,36,82,1,132,0,0,0,0,0,0,,,,,,,,39,,,,,,,,,,,,,,,,,,,,,,,,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,,,,,,,,,,,,68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,,,,58,,25,,,,,,,,,,,171,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,19,2976,1165,81,42,20,345,157,39,240,9,213,0,0,0,0,0,0,,,,,,,,115,,,,,,,,,,,,,,,,,,,,,,,,67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,173,,,,,,,,,,,,,102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45,,,,91,,148,,,,,,,,,,,297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,20,1084,312,7,2,2,48,79,30,122,0,22,0,0,0,0,0,0,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,,,,50,,6,,,,,,,,,,,157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,1,1651,313,6,1,1,17,52,35,11,0,190,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,162,,,,,,,,,,,,,,,,,,,,,,,,,138,,,,,,,,,,,,,,,,,,,,
25,2,1145,215,1,1,3,7,25,17,6,0,154,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113,,,,,,,,,,,,,,,,,,,,,,,,,93,,,,,,,,,,,,,,,,,,,,
25,3,1168,300,1,1,3,11,83,33,23,1,141,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,195,,,,,,,,,,,,,,,,,,,,,,,,,101,,,,,,,,,,,,,,,,,,,,
25,4,1443,378,10,4,6,35,79,53,23,1,162,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,194,,,,,,,,,,,,,,,,,,,,,,,,,160,,,,,,,,,,,,,,,,,,,,
25,5,1589,535,14,2,3,17,168,60,27,1,242,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,300,,,,,,,,,,,,,,,,,,,,,,,,,228,,,,,,,,,,,,,,,,,,,,
25,6,1418,547,12,3,7,21,147,116,21,0,217,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,271,,,,,,,,,,,,,,,,,,,,,,,,,268,,,,,,,,,,,,,,,,,,,,
25,7,1627,548,14,2,8,25,159,86,25,0,227,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,309,,,,,,,,,,,,,,,,,,,,,,,,,233,,,,,,,,,,,,,,,,,,,,
25,8,1604,528,3,2,7,21,123,106,17,1,246,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,243,,,,,,,,,,,,,,,,,,,,,,,,,274,,,,,,,,,,,,,,,,,,,,
25,9,1616,535,10,2,8,14,181,76,20,2,219,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,303,,,,,,,,,,,,,,,,,,,,,,,,,224,,,,,,,,,,,,,,,,,,,,
25,10,1775,613,7,1,8,21,217,87,33,0,237,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,356,,,,,,,,,,,,,,,,,,,,,,,,,246,,,,,,,,,,,,,,,,,,,,
25,11,1469,517,6,5,7,18,166,90,17,1,203,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,291,,,,,,,,,,,,,,,,,,,,,,,,,216,,,,,,,,,,,,,,,,,,,,
25,12,1136,454,6,1,9,8,178,46,21,0,182,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,250,,,,,,,,,,,,,,,,,,,,,,,,,192,,,,,,,,,,,,,,,,,,,,
25,13,1550,577,15,4,20,18,184,151,52,3,130,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,231,,,,,,,,,,,,,,,,,,,,,,,,,327,,,,,,,,,,,,,,,,,,,,
