WARD,PRECINCT,REGISTERED VOTERS,BALLOTS CAST,JA'MAL GREEN,SOPHIA KING,KAM BUCKNER,WILLIE L. WILSON,BRANDON JOHNSON,PAUL VALLAS,LORI E. LIGHTFOOT,RODERICK T. SAWYER,"JESUS ""CHUY"" GARCIA",KEITH M. JUDGE (WRITE-IN),STEPHEN HODGE (WRITE-IN),RYAN FRIEDMAN (WRITE-IN),STEPHANIE ANN MUSTARI (WRITE-IN),BRIDGETT PALMER (WRITE-IN),JOHNNY LOGALBO (WRITE-IN),DANIEL LA SPATA,"STEPHEN ""ANDY"" SCHNEIDER","PROCO ""JOE"" MORENO",SAM ROYKO,NICOLE LEE,CLEOPATRA DRAPER,YESSENIA CARREON,EDWARD WARD,LAMONT ROBINSON,PATRICK NAGLE,"JACQUELINE ""JACKIE"" BAEZ",RAYMOND A. LOPEZ,BRUCE RANDAZZO,"KIMBERLY I ""KIM"" EGONMWAN",MARIANNE LALONDE,COREY DOOLEY,KRIS LEVY,O. PATRICK BRUTUS,DAVID HERRERA,NATHAN BEAN (WRITE-IN),JOE DUNNE,STEPHANIE D. COLEMAN,BRIAN J. HAAG,JESSICA W. GUTIERREZ,"SAMANTHA ""SAM"" NUGENT",ANABEL ABARCA,ROBERT PALMER,JESSICA A. VENEGAS,KIRK J. ORTIZ (WRITE-IN),"LEONOR ""LORI"" TORRES WHITT",OSCAR SANCHEZ,VETRESS M. BOYCE,HELEN WEST,STEVE BOTSFORD,DERRICK G. CURTIS,PAUL STRUEBING,NEFTALIE GONZALEZ,RICHARD A WOOTEN,SONYA DORSEY (WRITE-IN),MICHAEL D. RODRIGUEZ,DAVID H. MOORE,PAT GIBBONS (WRITE-IN),CARLOS RAMIREZ-ROSA,MATTHEW J. O'SHEA,AJA KEARNEY,ANTHONY A. BEALE,"ANTHONY ""TONY"" BLAIR (WRITE-IN)",PAUL BRUTON,RONNIE L. MOSLEY,DALIAH GOREE,WENDI TAYLOR NATIONS,WILLIAMTON (WILLIE) DAVIS (WRITE-IN),CAMERON M. BARNES,MARLENE FISHER,LARRY SVABEK,HEATHER WILLS,KIM WALZ,LAITH SHAABAN,LENI MANAA-HOPPENWORTH,MARTINA 'TINA' HONE,FELIX CARDONA JR.,EMMA M. MITTS,ANDREW A. CLEAVER (WRITE-IN),"JAMES ""JIM"" GARDINER",ANDRE VASQUEZ,ANGELA CLAY,DON DAVIS (WRITE-IN),GLORIA ANN WILLIAMS,BILL CONWAY,WILLIAM E. HALL,JULIA M. RAMIREZ,JASMINE ROBERSON (WRITE-IN),"FROYLAN ""FROY"" JIMENEZ",LARRY LLOYD,SAMIE MARTINEZ,MARIJA TOMIC,DESMON C. YANCY,CHRIS TALIAFERRO,RUTH CRUZ,GREGORY I. MITCHELL,EBONY LUCAS,ROUSHAUNDA WILLIAMS,RAUL REYES,LARRY G. NELSON,MARTY QUINN,"WALTER BURNETT, JR.",DEBRA SILVERSTEIN,ANDY PETERS,"PAUL C. BRYSON, SR.",COREY DENELLE BRADDOCK,NICHOLAS SPOSATO,ED BANNON,JAKE TOWERS,CAROLYNN DENISE CRUMP,ANA GUAJARDO,"JESSICA ""JESSIE"" FUENTES",CREATIVE SCOTT,PAT DOWELL,BARBARA ANN BUNVILLE,"TIMOTHY ""TIM"" NOONAN",ANDRE PELOQUIN,BRENDAN REILLY,EDDIE JOHNSON III,WARREN WILLIAMS,JOCELYN HARE,SHARON E. PINCHAM,BELIA RODRIGUEZ,JUANPABLO PRIETO,TRACEY Y. BEY,AMBRIA TAYLOR,MICHAEL CORTEZ,PRESTON BROWN JR.,"WILLIAM ""BILL"" MORTON",WILLIAM CALLOWAY (WRITE-IN),"MATTHEW ""KHARI"" HUMPHRIES",ANA SANTOYO,MICHAEL T. CUMMINGS,EDDIE GUILLEN,"VICTORIA ""VICKO"" ALVAREZ",PRENTICE C. BUTLER,SEAN M. FLYNN,STEVEN MCCLELLAN,ROXANNE VOLKMANN,BRIAN HOPKINS,SUSANNA ERNST,JANE LUCIUS,TAVARES BRIGGS,ANTHONY V. NAPOLITANO,JULIAN PEREZ,KWELI KWAZA,CYNTHIA M. SANTOS,"SYLVESTER E BAKER, JR",MICHELLE A. HARRIS,"ELVIRA ""VIDA"" JIMENEZ",NASSIR FAULKNER,LINDA HUDSON,ESTEBAN BURGOA ONTANON,TIMMY KNUDSEN,GABRIEL PIEMONTE,CB JOHNSON,"ANTHONY ""TONY"" CIARAVINO",DREWONE GOLDSMITH,JIM ASCOT,BYRON SIGCHO LOPEZ,"WALLACE E. GOODE, JR.",LUTHER WOODRUFF JR.,NICK WARD,TRACI TREASURE JOHNSON,"GILBERT ""GIL"" VILLEGAS",MEGAN MATHIAS,ROSSANA RODRIGUEZ SANCHEZ,WALTER ADAMCZYK (WRITE-IN),BRIAN C. COMER,REBECCA JANOWITZ,DENALI DASGUPTA,PETER CHICO,AYANA CLARK,SHAWN A. WALKER,MONIQUE L. SCOTT,JASON C. ERVIN,JEYLU B. GUTIERREZ,DON DON,CORNELL DANTZLER,JAMES SUH,ANDRE SMITH,JOSHUA GRAY,STEVE DEMITRO,MATT MARTIN,AIDA FLORES,JEANETTE B TAYLOR,LISA ANN BROWN NEWMAN (WRITE-IN),"DIALIKA ""DEE"" PERKINS",RENITA Q. WARD,ANGEE GONZALEZ RODRIGUEZ,BENNETT R. LAWSON,ISAAC FREILICH JONES,SCOTT WAGUESPACK,CHRISTIAN BLUME,KRISTIAN R. ARMENDARIZ,KIRBY BIRGANS,MUEZE BAWANY,METIN OKIC (WRITE-IN),PATRICIA LYNN TILLMAN (WRITE-IN),MARIA HADDEN,FRANCO REYES,JUSTIN SAWYER (WRITE-IN),JENNIFER O. MADDOX,SILVANA TABARES,HOWARD RAY
10,12,1120,346,3,1,1,28,31,106,13,0,162,0,0,0,0,0,0,,,,,,,22,,,,,,,,,,,,,,,,,,,,,34,,,89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,13,1288,421,4,2,8,30,42,126,19,1,187,0,0,0,0,0,0,,,,,,,9,,,,,,,,,,,,,,,,,,,,,40,,,104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,14,1628,572,2,3,4,32,58,183,19,0,268,0,0,0,0,0,0,,,,,,,10,,,,,,,,,,,,,,,,,,,,,54,,,131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,15,1387,484,2,2,5,52,34,210,23,0,154,0,0,0,0,0,0,,,,,,,10,,,,,,,,,,,,,,,,,,,,,54,,,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,226,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,16,1651,574,7,3,1,35,48,216,26,0,234,0,0,0,0,0,0,,,,,,,29,,,,,,,,,,,,,,,,,,,,,84,,,96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,17,1094,521,2,0,0,17,41,269,11,2,178,0,0,0,0,0,0,,,,,,,8,,,,,,,,,,,,,,,,,,,,,88,,,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,18,1657,616,5,3,2,83,44,290,45,0,140,0,0,0,0,0,0,,,,,,,21,,,,,,,,,,,,,,,,,,,,,52,,,76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,387,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,19,1159,371,1,3,2,32,22,194,28,0,86,0,0,0,0,0,0,,,,,,,16,,,,,,,,,,,,,,,,,,,,,26,,,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,223,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,20,715,220,5,0,3,16,13,100,16,0,66,0,0,0,0,0,0,,,,,,,5,,,,,,,,,,,,,,,,,,,,,17,,,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,21,676,297,2,2,0,28,33,164,10,1,55,0,0,0,0,0,0,,,,,,,7,,,,,,,,,,,,,,,,,,,,,24,,,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,22,1458,599,6,2,1,55,29,353,15,0,137,0,0,0,0,0,0,,,,,,,17,,,,,,,,,,,,,,,,,,,,,30,,,76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,389,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,23,1353,304,10,3,0,43,24,63,53,1,105,0,0,0,0,1,0,,,,,,,7,,,,,,,,,,,,,,,,,,,,,29,,,67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,24,1279,146,15,2,1,56,12,8,42,1,7,0,0,0,0,0,0,,,,,,,3,,,,,,,,,,,,,,,,,,,,,49,,,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,25,1350,177,12,3,1,63,22,14,50,0,10,0,0,0,0,0,0,,,,,,,7,,,,,,,,,,,,,,,,,,,,,37,,,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,1,801,260,3,5,8,21,23,134,24,1,25,0,0,0,0,0,0,,,,,105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,9,,,,,,,,,,,,,,,,,,,,,111,,,,,5,,,,,,,,,,,,,,,,,,,,,,
11,2,376,140,5,1,2,14,14,70,14,0,11,0,0,0,0,0,0,,,,,69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,3,,,,,,,,,,,,,,,,,,,,,60,,,,,1,,,,,,,,,,,,,,,,,,,,,,
11,3,1878,787,14,4,12,48,95,468,27,4,73,0,0,0,0,0,0,,,,,273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73,,,,,,,,,,,,,,,,,,,,,,,,12,,,,,,,184,,,,,,,,,,,,,,,,,,,,,220,,,,,9,,,,,,,,,,,,,,,,,,,,,,
11,4,1000,429,6,3,8,25,67,206,26,0,79,0,0,0,0,0,0,,,,,162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56,,,,,,,,,,,,,,,,,,,,,,,,11,,,,,,,116,,,,,,,,,,,,,,,,,,,,,67,,,,,1,,,,,,,,,,,,,,,,,,,,,,
11,5,1182,468,0,4,8,25,80,229,38,3,61,0,0,0,0,0,0,,,,,137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83,,,,,,,,,,,,,,,,,,,,,,,,11,,,,,,,115,,,,,,,,,,,,,,,,,,,,,105,,,,,4,,,,,,,,,,,,,,,,,,,,,,
11,6,1437,627,15,11,8,45,91,290,28,0,115,0,0,0,0,0,0,,,,,175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,61,,,,,,,140,,,,,,,,,,,,,,,,,,,,,123,,,,,5,,,,,,,,,,,,,,,,,,,,,,
11,7,1437,553,18,2,6,34,52,269,45,3,51,0,0,0,0,0,0,,,,,223,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,21,,,,,,,,,,,,,,,,,,,,,280,,,,,0,,,,,,,,,,,,,,,,,,,,,,
11,8,1730,759,15,12,6,25,65,488,45,1,69,0,0,0,0,0,0,,,,,260,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,175,,,,,,,,,,,,,,,,,,,,,260,,,,,1,,,,,,,,,,,,,,,,,,,,,,
11,9,1534,666,7,8,4,37,67,442,26,0,48,0,0,0,0,0,0,,,,,171,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,254,,,,,,,,,,,,,,,,,,,,,170,,,,,0,,,,,,,,,,,,,,,,,,,,,,
11,10,329,180,8,2,1,8,7,110,11,0,9,0,0,0,0,0,0,,,,,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,86,,,,,,,,,,,,,,,,,,,,,46,,,,,2,,,,,,,,,,,,,,,,,,,,,,
11,11,234,140,9,0,2,15,6,73,10,0,13,0,0,0,0,0,0,,,,,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,58,,,,,,,,,,,,,,,,,,,,,35,,,,,1,,,,,,,,,,,,,,,,,,,,,,
11,12,379,222,1,2,2,6,17,166,8,1,17,0,0,0,0,0,0,,,,,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,143,,,,,,,,,,,,,,,,,,,,,14,,,,,0,,,,,,,,,,,,,,,,,,,,,,
11,13,1044,562,10,8,6,27,66,358,17,0,54,0,0,0,0,0,0,,,,,197,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44,,,,,,,,,,,,,,,,,,,,,,,,13,,,,,,,197,,,,,,,,,,,,,,,,,,,,,92,,,,,3,,,,,,,,,,,,,,,,,,,,,,
11,14,1858,903,12,2,9,44,178,495,39,4,107,0,0,0,0,0,0,,,,,256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,152,,,,,,,,,,,,,,,,,,,,,,,,14,,,,,,,334,,,,,,,,,,,,,,,,,,,,,103,,,,,5,,,,,,,,,,,,,,,,,,,,,,
11,15,1626,580,10,6,8,27,194,184,30,1,108,0,0,0,0,0,0,,,,,147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,212,,,,,,,,,,,,,,,,,,,,,,,,24,,,,,,,108,,,,,,,,,,,,,,,,,,,,,45,,,,,11,,,,,,,,,,,,,,,,,,,,,,
11,16,1588,707,13,2,15,27,221,263,52,3,103,0,0,0,0,0,0,,,,,159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,271,,,,,,,,,,,,,,,,,,,,,,,,39,,,,,,,139,,,,,,,,,,,,,,,,,,,,,49,,,,,11,,,,,,,,,,,,,,,,,,,,,,
11,17,1007,394,3,3,2,24,64,210,17,0,62,0,0,0,0,0,0,,,,,114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,,112,,,,,,,,,,,,,,,,,,,,,46,,,,,8,,,,,,,,,,,,,,,,,,,,,,
11,18,1549,554,6,2,3,45,58,250,19,2,158,0,0,0,0,0,0,,,,,162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82,,,,,,,,,,,,,,,,,,,,,,,,36,,,,,,,77,,,,,,,,,,,,,,,,,,,,,108,,,,,51,,,,,,,,,,,,,,,,,,,,,,
11,19,444,164,2,1,0,16,16,62,6,0,61,0,0,0,0,0,0,,,,,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,,,,,,,,,,,,,,,,,,,,,,,,20,,,,,,,24,,,,,,,,,,,,,,,,,,,,,28,,,,,4,,,,,,,,,,,,,,,,,,,,,,
11,20,909,497,8,2,11,18,107,258,25,3,60,0,0,0,0,0,0,,,,,179,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78,,,,,,,,,,,,,,,,,,,,,,,,19,,,,,,,147,,,,,,,,,,,,,,,,,,,,,49,,,,,3,,,,,,,,,,,,,,,,,,,,,,
11,21,1391,836,5,6,4,30,101,565,29,1,88,0,0,0,0,0,0,,,,,289,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,352,,,,,,,,,,,,,,,,,,,,,66,,,,,22,,,,,,,,,,,,,,,,,,,,,,
11,22,1216,623,12,1,3,46,51,438,15,0,48,0,0,0,0,0,0,,,,,131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,,,,,,,,,,,,,,,,,,,,,,,,15,,,,,,,344,,,,,,,,,,,,,,,,,,,,,86,,,,,5,,,,,,,,,,,,,,,,,,,,,,
11,23,1106,614,8,3,6,29,53,399,28,1,75,0,0,0,0,0,0,,,,,185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53,,,,,,,,,,,,,,,,,,,,,,,,15,,,,,,,246,,,,,,,,,,,,,,,,,,,,,91,,,,,7,,,,,,,,,,,,,,,,,,,,,,
12,1,753,308,8,3,1,12,61,84,8,1,125,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,181,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,2,757,235,5,1,0,14,25,67,6,1,116,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,3,884,413,6,0,1,21,107,121,25,0,128,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,251,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,4,861,342,6,1,9,14,69,108,15,4,115,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,5,1051,346,10,1,2,7,57,144,15,1,108,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,6,1084,341,12,1,3,23,45,106,15,2,132,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,7,966,283,4,1,1,13,20,103,12,1,125,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,8,847,310,3,2,3,11,45,117,11,2,114,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,9,453,159,2,0,0,10,26,62,9,0,50,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,10,1183,280,6,0,1,10,39,66,10,0,148,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
