WARD,PRECINCT,REGISTERED VOTERS,BALLOTS CAST,BYRON SIGCHO,ANNE SCHAIBLE,SCOTT WAGUESPACK,EDWARD M. BURKE,KEVIN BAILEY,SAMANTHA M. WEBB,HEATHER SATTLER,LaCOULTON J. WALLS,SUSAN SADLOWSKI GARZA,DAVID H. MOORE,MICHAEL C. DUDA,PATRICIA HORTON,DEBORAH L. GRAHAM,MARTIN ARTEAGA,DERRICK G. CURTIS,PAT DOWELL,DEBORAH L. MELL,VETRESS BOYCE,HENRY MOSES,ROBERTO MALDONADO,JOSEPH LAIACONA,"MICHAEL SCOTT, JR.","WILLIE RAY, JR.",CARMEN HERNANDEZ,JUAN B. HUIZAR,JESUS 'CHUY' GARCIA,ANNISA WANAT,STACEY PFINGSTEN,CORNELL WILSON,DEBRA L. SILVERSTEIN,JAMES CAPPLEMAN,ALONSO ZARAGOZA,ROBERT MARTINEZ,"WALTER BURNETT, JR.",BRENDAN REILLY,JOSE A. GARCIA,JOANN THOMPSON,GEORGE CARDENAS,PROCO 'JOE' MORENO,JOCELYN HARE,"JOSEPH J. MOSELEY, II",ED HERSHEY,TARA STAMPS,HAROLD 'NOONIE' WARD,FAHEEM SHABAZZ,"ERNEST RADCLIFFE, JR.",JOE MOORE,WILLIE B. COCHRAN,HARRY OSTERMAN,RAHM EMANUEL,RODERICK T. SAWYER,LARRY G. NELSON,JOHN S. ARENA,JORGE MUJICA,BOB GALHOTRA,CONSANDRA HARRIS,BRIAN T. GARNER,PATRICK DALEY THOMPSON,EMMA M. MITTS,ZERLINA A. SMITH,JERRY PASZEK,MARTY QUINN,ROBERT MURPHY,SHIRLEY J. WHITE,ARIEL E. REBOYRAS,ROGER L. WASHINGTON,DANIEL 'DANNY' SOLIS,JASON C. ERVIN,DENICE L. DAVIS,MAUREEN F. SULLIVAN,MICHELLE R. BAERT,ROBERT W. FIORETTI,RAYMOND A. LOPEZ,ANNE MARIE MILES,GLENDA FRANKLIN,MICHELLE A. HARRIS,"HOWARD B. BROOKINS, JR.",DORIS LEWIS BROOKS,ANDREW HAMILTON,CYNTHIA LOMAX,REGINA D. LEWIS,CHARLES R. THOMAS SR.,"JOSEPH C. ZIEGLER, JR.",NORMAN H BOLDEN,GABE BEUKINGA,MARK THOMAS,BRIAN HOPKINS,MARETTA BROWN-MILLER,OLGA BAUTISTA,TONI L. FOULKES,KEIANA BARRETT,ANNA GORAL,DIANNE DALEIDEN,LADARIUS R. CURTIS,FRANK J. CORONA,MARGIE REID,MICHAEL R. ZALEWSKI,STEPHANIE COLEMAN,PATRICK J. O'CONNOR,ROBIN BOYD CLARK,LONA LANE,SEAN C. STARR,JAMES E. DUKES,JEDIDIAH L. BROWN,THEODORE WILLIAMS,CHRISTOPHER M VITTORIO,RAFAEL YANEZ,ALYX S. PATTISON,REY COLON,MICHAEL E. LAFARGUE,AMY CRAWFORD,ADAM CORONA,WILLIAM D. BURNS,ZEHRA QUADRI,DARREN TILLIS,MICHAEL S. DIAZ,KEN LEWIS,WALLACE E. JOHNSON,RONDA LOCKE,JEFFREY BAKER,LASHONDA CURRY,DON GORDON,STEPHEN NIKETOPOULOS,SCOTT DAVIS,NICHOLAS SPOSATO,SHAJAN M. KURIAKOSE,RAUL O. REYES,IRMA CORNIER,ANDRE SMITH,NATASHIA L. HOLMES,LAWRENCE ANDOLINO,BELINDA CADIZ,FRANK M. BASS,RICARDO MUNOZ,TOM TUNNEY,"RICHARD L. MARTINEZ, JR.",TIFFANY N. BROOKS,MARY O'CONNOR,CARLOS RAMIREZ-ROSA,CARRIE M. AUSTIN,WILLIE WILSON,TRACEY Y BEY,BERNIE RILEY,ELISE DOODY-JONES,MILAGROS SANTIAGO,BRANDON LOGGINS,JERRY QUANDT,JUANITA IRIZARRY,GREGORY I. MITCHELL,RICHARD A. WOOTEN,LESLIE A. HAIRSTON,GILBERT VILLEGAS,TIM MEEGAN,LEROY DUNCAN,REGNER 'RAY' SUAREZ,JOHN A. POPE,MARGARET LAURINO,JENNIFER 'JEN' KRAMER,SHERITA ANN HARRIS,TARA F. BALDRIDGE,RORY A. FIEDLER,MARVIN MCNEIL,JOE LOMANTO,CHRIS TALIAFERRO,PATRICIA A. FOSTER,FLORA 'FLO' DIGBY,"WILLIAM WALLS, III",STEPHEN ROBINSON,TOM CARAVETTE,AMEYA PAWAR,ROBERTO 'BETO' MONTANO,JOHN GARRIDO,ANNE SHAW,NEFTALIE GONZALEZ,CHUKS ONYEZIA,MICHAEL A. DAVIS,ADOLFO MONDRAGON,ANTHONY A. BEALE,EDDIE L. DANIELS,MICHELE SMITH,CAROLINE VICKREY,"RAUL MONTES, JR.",BITA BUENROSTRO,ANTHONY V. NAPOLITANO,OMAR AQUINO,MATTHEW J. O'SHEA,ODDIS 'O.J' JOHNSON,JOHN K. KOZLAR,"OTIS DAVIS, JR."
9,33,700,184,,,,,,,,,,,,,,,,,,,,,,,,,,26,,,,,,,,,,,,,,,,,,51,,,,,,91,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37,,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,,,,,,,,,,,,,,,,,,,,,,,,,,17,,,,,,,,,,,81,,,,,,,,,,,
9,34,740,193,,,,,,,,,,,,,,,,,,,,,,,,,,30,,,,,,,,,,,,,,,,,,28,,,,,,75,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,,,,,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,,,,,,111,,,,,,,,,,,
9,35,668,269,,,,,,,,,,,,,,,,,,,,,,,,,,44,,,,,,,,,,,,,,,,,,16,,,,,,133,,,,,,,,,,,,,,,,,,,,,,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29,,,,,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58,,,,,,,,,,,,,,,,,,,,,,,,,,16,,,,,,,,,,,175,,,,,,,,,,,
9,36,704,212,,,,,,,,,,,,,,,,,,,,,,,,,,44,,,,,,,,,,,,,,,,,,14,,,,,,102,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29,,,,,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44,,,,,,,,,,,,,,,,,,,,,,,,,,11,,,,,,,,,,,124,,,,,,,,,,,
9,37,773,329,,,,,,,,,,,,,,,,,,,,,,,,,,90,,,,,,,,,,,,,,,,,,14,,,,,,145,,,,,,,,,,,,,,,,,,,,,,57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,,,,,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,217,,,,,,,,,,,
9,38,694,234,,,,,,,,,,,,,,,,,,,,,,,,,,53,,,,,,,,,,,,,,,,,,15,,,,,,103,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,,,,,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52,,,,,,,,,,,,,,,,,,,,,,,,,,18,,,,,,,,,,,170,,,,,,,,,,,
9,39,725,260,,,,,,,,,,,,,,,,,,,,,,,,,,58,,,,,,,,,,,,,,,,,,37,,,,,,109,,,,,,,,,,,,,,,,,,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38,,,,,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59,,,,,,,,,,,,,,,,,,,,,,,,,,19,,,,,,,,,,,158,,,,,,,,,,,
9,40,770,293,,,,,,,,,,,,,,,,,,,,,,,,,,58,,,,,,,,,,,,,,,,,,28,,,,,,140,,,,,,,,,,,,,,,,,,,,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,,,,,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62,,,,,,,,,,,,,,,,,,,,,,,,,,17,,,,,,,,,,,191,,,,,,,,,,,
9,41,632,221,,,,,,,,,,,,,,,,,,,,,,,,,,42,,,,,,,,,,,,,,,,,,25,,,,,,104,,,,,,,,,,,,,,,,,,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47,,,,,,,,,,,,,,,,,,,,,,,,,,11,,,,,,,,,,,140,,,,,,,,,,,
9,42,701,305,,,,,,,,,,,,,,,,,,,,,,,,,,108,,,,,,,,,,,,,,,,,,5,,,,,,118,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,,,,,157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51,,,,,,,,,,,,,,,,,,,,,,,,,,19,,,,,,,,,,,124,,,,,,,,,,,
9,43,790,205,,,,,,,,,,,,,,,,,,,,,,,,,,39,,,,,,,,,,,,,,,,,,25,,,,,,86,,,,,,,,,,,,,,,,,,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,,,,,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51,,,,,,,,,,,,,,,,,,,,,,,,,,14,,,,,,,,,,,137,,,,,,,,,,,
9,44,584,240,,,,,,,,,,,,,,,,,,,,,,,,,,60,,,,,,,,,,,,,,,,,,42,,,,,,79,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51,,,,,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74,,,,,,,,,,,,,,,,,,,,,,,,,,18,,,,,,,,,,,119,,,,,,,,,,,
9,45,666,187,,,,,,,,,,,,,,,,,,,,,,,,,,33,,,,,,,,,,,,,,,,,,20,,,,,,87,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33,,,,,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,,,,,,112,,,,,,,,,,,
9,46,776,254,,,,,,,,,,,,,,,,,,,,,,,,,,52,,,,,,,,,,,,,,,,,,34,,,,,,114,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,,,,,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57,,,,,,,,,,,,,,,,,,,,,,,,,,17,,,,,,,,,,,149,,,,,,,,,,,
9,47,691,323,,,,,,,,,,,,,,,,,,,,,,,,,,76,,,,,,,,,,,,,,,,,,11,,,,,,142,,,,,,,,,,,,,,,,,,,,,,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,,,,,105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69,,,,,,,,,,,,,,,,,,,,,,,,,,15,,,,,,,,,,,174,,,,,,,,,,,
9,48,708,278,,,,,,,,,,,,,,,,,,,,,,,,,,65,,,,,,,,,,,,,,,,,,18,,,,,,110,,,,,,,,,,,,,,,,,,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,,,,,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68,,,,,,,,,,,,,,,,,,,,,,,,,,22,,,,,,,,,,,163,,,,,,,,,,,
9,49,671,235,,,,,,,,,,,,,,,,,,,,,,,,,,52,,,,,,,,,,,,,,,,,,8,,,,,,96,,,,,,,,,,,,,,,,,,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37,,,,,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54,,,,,,,,,,,,,,,,,,,,,,,,,,20,,,,,,,,,,,139,,,,,,,,,,,
9,50,756,363,,,,,,,,,,,,,,,,,,,,,,,,,,113,,,,,,,,,,,,,,,,,,10,,,,,,134,,,,,,,,,,,,,,,,,,,,,,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,,,,,165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61,,,,,,,,,,,,,,,,,,,,,,,,,,31,,,,,,,,,,,139,,,,,,,,,,,
9,51,634,269,,,,,,,,,,,,,,,,,,,,,,,,,,64,,,,,,,,,,,,,,,,,,12,,,,,,106,,,,,,,,,,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,,,,,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65,,,,,,,,,,,,,,,,,,,,,,,,,,23,,,,,,,,,,,173,,,,,,,,,,,
10,1,688,243,,,,,,10,,,57,,,,,,,,,,,,,,,,6,80,,,,,,,,,,,,,,,,,,,,,,,,108,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,11,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58,,,,,42,,,,,,,,,,,,,,,91,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,
10,2,660,324,,,,,,44,,,43,,,,,,,,,,,,,,,,13,113,,,,,,,,,,,,,,,,,,,,,,,,139,,,,,,,,,,,,,,,,,,,,,,57,,,,,,,,,,,,,,,,,1,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44,,,,,9,,,,,,,,,,,,,,,174,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,
10,3,709,315,,,,,,34,,,48,,,,,,,,,,,,,,,,21,110,,,,,,,,,,,,,,,,,,,,,,,,144,,,,,,,,,,,,,,,,,,,,,,38,,,,,,,,,,,,,,,,,2,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29,,,,,9,,,,,,,,,,,,,,,176,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,
10,4,827,194,,,,,,8,,,39,,,,,,,,,,,,,,,,12,90,,,,,,,,,,,,,,,,,,,,,,,,70,,,,,,,,,,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,13,,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,,,,,17,,,,,,,,,,,,,,,58,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,
10,5,673,257,,,,,,27,,,45,,,,,,,,,,,,,,,,18,89,,,,,,,,,,,,,,,,,,,,,,,,118,,,,,,,,,,,,,,,,,,,,,,34,,,,,,,,,,,,,,,,,0,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,,,,,10,,,,,,,,,,,,,,,133,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,
10,6,608,245,,,,,,2,,,31,,,,,,,,,,,,,,,,35,109,,,,,,,,,,,,,,,,,,,,,,,,96,,,,,,,,,,,,,,,,,,,,,,29,,,,,,,,,,,,,,,,,13,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,,,,,4,,,,,,,,,,,,,,,132,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
10,7,630,198,,,,,,6,,,30,,,,,,,,,,,,,,,,22,103,,,,,,,,,,,,,,,,,,,,,,,,76,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,7,,,,,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31,,,,,7,,,,,,,,,,,,,,,81,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,
10,8,620,130,,,,,,4,,,19,,,,,,,,,,,,,,,,3,47,,,,,,,,,,,,,,,,,,,,,,,,52,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,7,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64,,,,,25,,,,,,,,,,,,,,,29,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,
10,9,691,339,,,,,,61,,,66,,,,,,,,,,,,,,,,27,131,,,,,,,,,,,,,,,,,,,,,,,,140,,,,,,,,,,,,,,,,,,,,,,54,,,,,,,,,,,,,,,,,1,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,,,,,10,,,,,,,,,,,,,,,159,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
10,10,685,341,,,,,,15,,,111,,,,,,,,,,,,,,,,45,182,,,,,,,,,,,,,,,,,,,,,,,,117,,,,,,,,,,,,,,,,,,,,,,34,,,,,,,,,,,,,,,,,4,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,,,,,3,,,,,,,,,,,,,,,123,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
10,11,923,346,,,,,,5,,,109,,,,,,,,,,,,,,,,40,208,,,,,,,,,,,,,,,,,,,,,,,,102,,,,,,,,,,,,,,,,,,,,,,24,,,,,,,,,,,,,,,,,4,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,,,,,4,,,,,,,,,,,,,,,132,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,
10,12,498,196,,,,,,9,,,50,,,,,,,,,,,,,,,,16,90,,,,,,,,,,,,,,,,,,,,,,,,81,,,,,,,,,,,,,,,,,,,,,,20,,,,,,,,,,,,,,,,,4,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,,,,,3,,,,,,,,,,,,,,,83,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
10,13,884,297,,,,,,5,,,33,,,,,,,,,,,,,,,,26,153,,,,,,,,,,,,,,,,,,,,,,,,114,,,,,,,,,,,,,,,,,,,,,,11,,,,,,,,,,,,,,,,,2,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77,,,,,14,,,,,,,,,,,,,,,147,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,
10,14,897,425,,,,,,9,,,141,,,,,,,,,,,,,,,,43,254,,,,,,,,,,,,,,,,,,,,,,,,139,,,,,,,,,,,,,,,,,,,,,,26,,,,,,,,,,,,,,,,,4,,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49,,,,,4,,,,,,,,,,,,,,,160,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,
10,15,1263,482,,,,,,28,,,70,,,,,,,,,,,,,,,,3,112,,,,,,,,,,,,,,,,,,,,,,,,184,,,,,,,,,,,,,,,,,,,,,,24,,,,,,,,,,,,,,,,,27,,,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37,,,,,126,,,,,,,,,,,,,,,287,,,,,,,,,,,31,,,,,,,,,,,,,,,,,,,,,,
10,16,608,208,,,,,,18,,,32,,,,,,,,,,,,,,,,7,80,,,,,,,,,,,,,,,,,,,,,,,,91,,,,,,,,,,,,,,,,,,,,,,29,,,,,,,,,,,,,,,,,2,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39,,,,,3,,,,,,,,,,,,,,,106,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,
10,17,871,429,,,,,,63,,,72,,,,,,,,,,,,,,,,8,158,,,,,,,,,,,,,,,,,,,,,,,,195,,,,,,,,,,,,,,,,,,,,,,61,,,,,,,,,,,,,,,,,4,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39,,,,,12,,,,,,,,,,,,,,,240,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,
10,18,640,147,,,,,,7,,,30,,,,,,,,,,,,,,,,9,76,,,,,,,,,,,,,,,,,,,,,,,,48,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,6,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,,,,,16,,,,,,,,,,,,,,,73,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,
10,19,728,340,,,,,,25,,,100,,,,,,,,,,,,,,,,29,165,,,,,,,,,,,,,,,,,,,,,,,,117,,,,,,,,,,,,,,,,,,,,,,41,,,,,,,,,,,,,,,,,0,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,,,,,8,,,,,,,,,,,,,,,132,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,
10,20,739,340,,,,,,7,,,118,,,,,,,,,,,,,,,,25,134,,,,,,,,,,,,,,,,,,,,,,,,165,,,,,,,,,,,,,,,,,,,,,,23,,,,,,,,,,,,,,,,,9,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44,,,,,11,,,,,,,,,,,,,,,127,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,
10,21,814,321,,,,,,4,,,65,,,,,,,,,,,,,,,,41,179,,,,,,,,,,,,,,,,,,,,,,,,103,,,,,,,,,,,,,,,,,,,,,,24,,,,,,,,,,,,,,,,,9,,,,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53,,,,,8,,,,,,,,,,,,,,,132,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,
10,22,549,161,,,,,,0,,,41,,,,,,,,,,,,,,,,17,102,,,,,,,,,,,,,,,,,,,,,,,,43,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,5,,,,,,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,,,,,3,,,,,,,,,,,,,,,56,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,
10,23,692,279,,,,,,8,,,97,,,,,,,,,,,,,,,,34,165,,,,,,,,,,,,,,,,,,,,,,,,91,,,,,,,,,,,,,,,,,,,,,,16,,,,,,,,,,,,,,,,,6,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,,,,,4,,,,,,,,,,,,,,,103,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,
10,24,649,355,,,,,,47,,,59,,,,,,,,,,,,,,,,18,125,,,,,,,,,,,,,,,,,,,,,,,,153,,,,,,,,,,,,,,,,,,,,,,54,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28,,,,,13,,,,,,,,,,,,,,,198,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,
10,25,270,79,,,,,,1,,,19,,,,,,,,,,,,,,,,3,40,,,,,,,,,,,,,,,,,,,,,,,,24,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,3,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,8,,,,,,,,,,,,,,,43,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,
10,26,758,181,,,,,,5,,,36,,,,,,,,,,,,,,,,14,98,,,,,,,,,,,,,,,,,,,,,,,,60,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,2,,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,10,,,,,,,,,,,,,,,99,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,
10,27,1032,236,,,,,,9,,,47,,,,,,,,,,,,,,,,22,112,,,,,,,,,,,,,,,,,,,,,,,,66,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,16,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31,,,,,42,,,,,,,,,,,,,,,95,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,
10,28,839,363,,,,,,4,,,170,,,,,,,,,,,,,,,,41,213,,,,,,,,,,,,,,,,,,,,,,,,113,,,,,,,,,,,,,,,,,,,,,,26,,,,,,,,,,,,,,,,,4,,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,,,,,7,,,,,,,,,,,,,,,96,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,
10,29,736,254,,,,,,4,,,62,,,,,,,,,,,,,,,,32,127,,,,,,,,,,,,,,,,,,,,,,,,87,,,,,,,,,,,,,,,,,,,,,,19,,,,,,,,,,,,,,,,,1,,,,,,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39,,,,,9,,,,,,,,,,,,,,,81,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,
10,30,742,248,,,,,,10,,,72,,,,,,,,,,,,,,,,21,153,,,,,,,,,,,,,,,,,,,,,,,,76,,,,,,,,,,,,,,,,,,,,,,11,,,,,,,,,,,,,,,,,8,,,,,,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,,,,,4,,,,,,,,,,,,,,,95,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,
10,31,711,216,,,,,,5,,,48,,,,,,,,,,,,,,,,30,133,,,,,,,,,,,,,,,,,,,,,,,,64,,,,,,,,,,,,,,,,,,,,,,11,,,,,,,,,,,,,,,,,10,,,,,,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33,,,,,4,,,,,,,,,,,,,,,68,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,
10,32,735,286,,,,,,2,,,100,,,,,,,,,,,,,,,,37,143,,,,,,,,,,,,,,,,,,,,,,,,115,,,,,,,,,,,,,,,,,,,,,,20,,,,,,,,,,,,,,,,,4,,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34,,,,,3,,,,,,,,,,,,,,,95,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
10,33,583,208,,,,,,1,,,77,,,,,,,,,,,,,,,,27,115,,,,,,,,,,,,,,,,,,,,,,,,62,,,,,,,,,,,,,,,,,,,,,,21,,,,,,,,,,,,,,,,,5,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,,,,,5,,,,,,,,,,,,,,,71,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,
10,34,675,158,,,,,,3,,,37,,,,,,,,,,,,,,,,6,77,,,,,,,,,,,,,,,,,,,,,,,,67,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,7,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,,,,,8,,,,,,,,,,,,,,,81,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,
10,35,747,406,,,,,,16,,,98,,,,,,,,,,,,,,,,57,204,,,,,,,,,,,,,,,,,,,,,,,,135,,,,,,,,,,,,,,,,,,,,,,56,,,,,,,,,,,,,,,,,4,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33,,,,,4,,,,,,,,,,,,,,,189,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
10,36,198,79,,,,,,4,,,15,,,,,,,,,,,,,,,,1,31,,,,,,,,,,,,,,,,,,,,,,,,31,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,2,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,,,,,13,,,,,,,,,,,,,,,36,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
