PRECINCT,SHAPE_Area,SHAPE_Leng,WARD,DATA_ADMIN,WARD_PRECI,PERIMETER,OBJECTID,TIMOTHY M. CULLERTON,TOM CARAVETTE,BERNARD L. STONE,SHARON DENISE DIXON,DANIEL 'DANNY' SOLIS,LATASHA R. THOMAS,CHE 'RHYMEFEST' SMITH,MAURITA E. GAVIN,MICHELE SMITH,RAYMOND A. LOPEZ,JAMES CAPPLEMAN,HAL E. BASKIN,TIM EGAN,TONI L. FOULKES,MARY O'CONNOR,MARY ANNE 'MOLLY' PHELAN,CUAHUTEMOC MORFIN,JOHN ARENA,WILLIE B. COCHRAN,NICHOLAS SPOSATO,JOHN GARRIDO,DEBRA L. SILVERSTEIN,MICHAEL D. CHANDLER,BALLOTS CAST,REGISTERED VOTERS,DAVID H. MOORE,FREDDRENNA M. LYLE,RODERICK T. SAWYER,JOHN A. RICE,JOANN THOMPSON
14,2396558.11585,6594.90564194,34,1743673.41343,34014,5939.8154669,3318,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,3488079.88587,9212.03004042,34,2615337.50353,34003,6662.0735809,3319,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,3524122.46975,7963.03107296,34,1761118.34743,34004,5307.04973603,3320,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,1516422.73671,5623.21222161,34,1516422.75457,34056,5623.2121904,3321,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,2866620.54338,7936.41930616,34,3523283.70178,34010,7956.73319916,3322,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,7947692.27005,11297.922475,34,7947691.94091,34040,11297.9269605,3323,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,2777550.8339,8432.82725882,34,2808611.53295,34005,7267.73102735,3324,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,1927496.82911,6564.98930599,34,1716636.60386,34008,5900.65636225,3325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,2377044.26673,6571.18730431,34,1838125.16505,34009,7230.37263655,3326,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,1954306.63092,6100.745855,34,1954306.60461,34052,6100.74590811,3327,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,5205200.78833,13279.7152221,41,4610845.6026,41018,11190.3633913,3328,,,,,,,,127,,,,,,,117,,,,,,,,,244,774,,,,,
36,3883620.0265,8923.73190592,41,3034904.06584,41036,9798.29534916,3329,,,,,,,,180,,,,,,,155,,,,,,,,,335,678,,,,,
5,3455712.50478,8693.78994824,4,3748511.33914,04005,8926.549094,3330,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,1955082.49031,5928.63075319,34,1736547.94502,34017,5269.44039342,3331,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,1725290.04262,5261.71290721,34,1725290.02522,34018,5261.71288508,3332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,28458234.9823,40550.4711295,9,28344525.2751,09025,40220.0831216,3333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,15863491.5969,21608.7741229,9,15863491.5881,09037,21608.7744501,3334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,881665.784027,4016.08772067,4,440649.315574,04049,2662.77782737,3335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,1766107.00924,6638.59109797,33,881486.509755,33005,3982.17535481,3336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,2252699.24889,8932.30374596,33,1811391.0515,33009,7605.01146671,3337,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,1986573.67525,5986.18594069,33,1765737.08084,33006,5315.19487191,3338,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,2218604.48215,7266.94807338,33,1777922.3527,33017,5937.31618956,3339,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,2491071.79168,8586.09644529,33,1659001.43582,33007,5515.19489751,3340,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,1855210.52635,5603.31162159,33,1087783.34724,33024,4545.64484807,3341,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,3214229.87485,9640.95788296,33,2103575.12478,33010,7062.14087136,3342,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,1980232.02704,5971.05914146,33,1759417.48726,33011,5305.27706045,3343,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,732548.854391,3534.55782972,1,1403845.97239,01025,5784.1913964,3344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,1087112.98722,4528.99814377,1,1310704.05123,01026,5880.62393417,3345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,658356.095961,3981.88877441,1,1310704.05123,01050,5880.62393417,3346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,1338791.9508,4663.58289268,1,2228119.82857,01027,6078.9364952,3347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,1677934.64011,5216.83380156,1,2124866.53816,01022,5881.95380859,3348,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,1336259.80276,4660.01576799,1,2228119.82857,01043,6078.9364952,3349,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,856521.476163,3907.28759411,2,19967831.8534,02038,34080.6118281,3350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,15866699.7713,32857.526317,2,19967831.8534,02018,34080.6118281,3351,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,4206436.6047,10850.5875012,3,1820832.95047,03001,5883.82076475,3352,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,319894.294566,2608.9207436,3,297659.21918,03039,2465.17726061,3353,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,2194075.9715,7292.1245258,34,1743756.06463,34024,6619.2033544,3354,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,3963915.19049,10425.1031195,3,4006905.86003,03033,10655.2984465,3355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,3509975.41558,8614.15467593,34,3076720.19209,34020,7962.42381608,3356,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,1353963.92961,5054.37154517,3,1333208.34359,03020,5141.56151907,3357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,1101215.64332,4324.45092938,3,1657334.86439,03002,5173.54022147,3358,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,2408756.33661,7279.42010972,34,2184385.65532,34022,5949.12541331,3359,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,1650880.36034,5141.05296255,3,1094761.11542,03009,4293.26046883,3360,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,1228025.49472,4505.30676182,3,614699.986739,03038,3843.22703021,3361,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,880189.918986,4122.41224244,3,350664.093758,03028,2492.06183055,3362,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,3272194.17,7497.55593564,36,3272194.14616,36004,7497.55586853,3363,,,,,,,,,,,,,,,,,,,,44,,,,65,507,,,,21,
39,2656056.86036,6787.14118875,29,3003487.74347,29039,7769.1837179,3364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,970974.439935,4118.03671296,3,1219997.5891,03031,4791.39569905,3365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,1476285.52457,5259.43050161,37,1476285.54898,37011,5259.43054599,3366,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,1804433.96754,6236.06157183,29,1106584.70367,29006,4368.59455082,3367,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,1819662.0285,6030.05018864,29,2504479.16949,29010,8056.22425767,3368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1036053.48265,5001.42242251,3,2296592.2606,03004,6978.16925298,3369,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,1228007.92109,4792.90714585,3,2296592.2606,03016,6978.16925298,3370,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,1175164.95542,4878.43547323,29,867690.526121,29018,3781.91374251,3371,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,963143.224907,4670.40402564,29,963143.225126,29027,4670.40425625,3372,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,941997.90415,4092.93188806,29,941997.477209,29023,4092.93068119,3373,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,1758425.90222,5961.18650242,29,2065900.84247,29011,5971.59710022,3374,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,1728847.62363,5261.93786712,30,1728933.92172,30022,5261.92348351,3375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,2146525.97156,6721.57649155,30,1568150.44895,30027,5361.07931969,3376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1763190.23088,6624.58404454,33,1765091.30918,33001,5299.42366856,3377,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,2208764.52611,6644.10770657,33,1765847.39364,33019,5317.60696202,3378,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,1763570.07577,6646.37938578,39,1763570.08248,39022,6646.3794138,3379,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,2048031.79711,6722.6502113,33,1605952.47304,33026,5391.84498944,3380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,2698124.36385,8020.23492933,33,1816411.5466,33027,5378.33598187,3381,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,3323736.78372,8181.96101742,33,3323628.6848,33002,8847.7753156,3382,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,1910386.61152,5891.64276591,33,1278452.46016,33003,4560.27973428,3383,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,1176405.78525,5132.72913965,1,1046106.23704,01008,4807.31538545,3385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,1645325.56269,5937.29379242,1,1250315.0749,01010,4872.69305001,3386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,760628.642661,3612.38721831,1,1859880.66553,01021,6574.38293312,3387,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,1370118.30599,6508.56281776,1,1859880.66553,01049,6574.38293312,3388,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,9277835.27061,17876.8871845,3,4652208.44339,03008,8897.32525173,3391,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,1150599.64133,6798.39276615,3,439366.977633,03005,3317.81235055,3392,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,5885125.47362,11911.3520192,3,2343590.20579,03024,7941.62717922,3393,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,1968300.96748,7903.51216274,33,1317990.58191,33020,5311.07615662,3394,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,1616368.13295,5945.37904272,1,2959305.40002,01041,7675.44925943,3396,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,5314977.98171,12767.8401745,1,6846377.36998,01007,14692.9927997,3397,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,1537661.95998,4926.50423385,1,2322226.22552,01028,6390.50817849,3398,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,2317756.71237,8454.0026766,1,6846377.36998,01042,14692.9927997,3399,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1557005.60563,5997.68196353,1,1995610.49105,01001,7305.96245692,3401,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,875323.171223,3983.08008664,1,2870200.35429,01044,8632.7664453,3402,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,1105223.75963,5320.31594048,1,1991738.8534,01011,5988.95347083,3403,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,1328057.61216,5320.27983466,1,1722129.15965,01033,7177.72509229,3404,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,1319835.57725,5311.53374046,1,1979170.21046,01023,7301.76494349,3406,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,1166705.41657,5311.62391052,1,1979170.21046,01046,7301.76494349,3407,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,651132.954627,3305.80314038,1,2634207.68149,01040,7292.75989732,3408,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,879870.93807,3980.4491155,1,1040870.73843,01004,4647.78701748,3409,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,881065.368472,3978.84986521,1,1751867.33889,01047,6260.3513708,3410,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,1105091.6134,5307.52558042,1,1384027.96097,01003,6328.36861749,3412,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,875644.801704,3974.25985448,1,1393665.18762,01017,5531.39844961,3413,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,3136685.65343,7175.03596139,34,3454369.79933,34035,7768.55351546,3414,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,7296788.27398,15004.05418,10,7340786.13373,10003,15068.8493895,3415,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,485795.4225,2832.16398234,42,1940170.01795,42058,6056.71366148,5375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,2675006.1576,6678.62182088,10,2675006.20407,10008,6678.6217224,3417,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,1762260.90232,5976.77078239,10,1762260.97947,10015,5976.7706759,3419,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,2980083.91487,8249.74736835,10,2980083.90204,10017,8249.74771902,3420,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,14609908.1771,16074.3397395,10,10364600.8663,10021,14396.9639962,3421,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,3930636.80461,9013.57746796,10,3915987.99201,10005,8993.23333221,3423,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,1547770.03401,5981.16139883,30,1326649.22278,30016,4654.4122195,3424,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,1320376.21372,4645.59205602,30,1320698.88458,30006,4645.05181663,3425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,1320783.64737,7305.92440826,30,2641159.83398,30017,9289.10500964,3426,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,1650288.55395,5503.67565544,30,2091485.64426,30008,6828.36140899,3428,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,1545966.67397,5315.79378973,30,1764068.98933,30036,5314.68862459,3429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,1365342.86984,6007.9113814,30,1942571.87608,30025,8295.8104824,3430,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,1320698.88781,4645.05180199,30,1320698.88458,30034,4645.05181663,3431,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,1571227.64179,6533.55213957,30,2237190.76157,30018,7779.78495336,3433,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,2348383.95953,8999.49432089,35,2125236.09794,35011,7668.90114012,3434,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,1246378.67011,5019.58487143,35,2029709.11323,35036,5701.79505317,3435,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,783330.445251,4151.19238164,35,2029709.11323,35031,5701.79505317,3436,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,851831.744203,3894.54270441,46,1106836.09275,46008,5342.13708877,3437,,,,,,,,,,,164,,,,,101,,,,,,,,265,836,,,,,
39,14182355.9654,15908.7046991,19,14178250.7118,19039,15908.7252915,3439,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,1961035.31011,5943.25710051,10,1961035.34375,10010,5943.25719848,3440,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,1330872.98563,4664.31480721,9,1330873.00513,09023,4664.3148645,3441,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,2204815.39476,5980.68240639,9,2204815.35797,09031,5980.68228047,3442,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,11236087.3516,18289.0140041,10,11244805.0143,10041,18293.5534339,3444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,2140843.75737,6932.4489982,19,2140843.75609,19008,6932.44905465,3445,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,4215490.1026,10293.5159561,21,4215490.14337,21028,10293.5159273,3619,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,2081814.14902,7097.44642918,21,2081814.17918,21006,7097.44653609,3620,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,1816229.74114,5393.74901484,21,1816229.68179,21061,5393.748844,3621,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,1801862.06022,5409.97333514,21,1801862.06897,21038,5409.97363849,3622,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,6448304.24682,10642.0285062,19,6448303.70246,19056,10642.0229966,3623,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,1587028.86329,6160.30314645,8,1587028.84657,08035,6160.30288757,3624,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,3343395.77402,9686.45432004,10,3343395.79534,10025,9686.45450052,3625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,2171523.63799,7493.2653903,7,2171523.63474,07046,7493.26546161,3626,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,1525746.39968,5302.79547192,21,1525746.37511,21044,5302.79539262,3627,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,2422015.05788,6638.17330131,6,2422015.02638,06026,6638.17321635,3628,,,,,,,,,,,,,,,,,,,,,,,,182,694,,102,80,,
1,3302840.83372,10106.5316972,7,1324545.2493,07001,5315.44671528,3629,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,1323024.40455,5315.60096199,7,1323024.42705,07058,5315.60075522,3630,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,1323017.16213,5310.80238807,8,1323017.15323,08062,5310.80214219,3631,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,1533877.28438,5902.48549618,8,1533877.25988,08009,5902.48534328,3632,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,1538281.57401,5301.62134648,10,1538281.58762,10022,5301.62110081,3633,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,1429406.78073,5467.51434974,21,1429406.81111,21064,5467.514586,3634,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1535461.43474,5302.43997341,7,1535461.37749,07004,5302.43987688,3635,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,1760814.86362,5306.78599791,7,1760814.92498,07002,5306.78614261,3636,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,1320201.10588,4642.72801256,21,1320201.05401,21039,4642.72811342,3637,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,1319821.46783,4644.05458404,8,1319821.42063,08050,4644.05461231,3638,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,1317693.72997,5305.01990863,18,1317693.715,18025,5305.01986297,3639,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,1616773.0424,5423.48531097,8,1616772.99499,08052,5423.48529869,3640,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,1317187.51636,4637.63338894,8,1317187.54,08061,4637.63353118,3641,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2204714.06748,5976.25506368,6,2204714.06189,06001,5976.25495004,3642,,,,,,,,,,,,,,,,,,,,,,,,222,576,,98,124,,
7,2685702.63115,6694.77726267,18,2685703.06441,18007,6694.77992172,3643,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,2659959.47443,6658.11589349,18,2659959.65366,18036,6658.11966655,3644,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,2649044.96227,6649.27219759,18,2649044.18815,18006,6649.27847096,3645,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,2661669.93298,6659.73592163,18,2661669.60793,18041,6659.74240195,3646,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,1313195.40093,7244.47092241,25,4053179.5298,25031,9613.52296347,5387,,,,,49,,,,,,,,,,,,93,,,,,,,143,412,,,,,
22,983028.46706,5714.17036852,40,983028.38579,40022,5714.17051556,5189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,1245526.13678,4650.32008667,40,1245526.15549,40046,4650.32022548,5190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,18367154.5562,19628.9750123,40,18367154.6,40045,19628.9747788,5191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,1777271.70918,5333.62293512,40,1777271.65355,40015,5333.62269915,5192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,1776832.78756,5332.47344574,40,1776832.78446,40010,5332.47342343,5193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,3371618.20885,9659.98209035,40,3371618.23618,40031,9659.98206575,5194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,1706564.02001,7140.25799768,50,1706564.03429,50017,7140.25811397,5195,,,76,,,,,,,,,,,,,,,,,,,111,,187,762,,,,,
39,1899617.96908,5832.13027925,50,1899631.98065,50039,5832.15498544,5196,,,107,,,,,,,,,,,,,,,,,,,100,,207,573,,,,,
25,5557136.32182,10454.0567178,50,5557112.1874,50025,10454.0983546,5197,,,154,,,,,,,,,,,,,,,,,,,121,,275,685,,,,,
44,1715883.35851,5233.50085859,50,1737506.19176,50044,5261.50202053,5198,,,125,,,,,,,,,,,,,,,,,,,91,,216,534,,,,,
32,2168848.34591,5933.91999041,39,2199735.80194,39032,5965.46900116,5199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,1708615.96682,5230.02606457,39,1733084.42235,39047,5265.57166765,5200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,264004.716922,2253.61549941,4,0,04045,0,5201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,1641530.47893,5167.35867356,39,1670173.6946,39040,5213.50512225,5202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,2296767.73488,10466.7971746,39,2323283.36684,39042,10503.3146222,5203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,5401883.68968,12632.8548862,45,5401883.72533,45019,12632.8549187,5204,,,,,,,,,,,,,,,,,,105,,,171,,,277,551,,,,,
51,2444407.44408,7311.76659122,45,2444407.40708,45051,7311.76682807,5205,,,,,,,,,,,,,,,,,,72,,,151,,,223,604,,,,,
54,731784.150386,4122.81611754,48,574737.088639,48054,3741.67290849,5206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1165723.23966,4749.8298982,40,1165723.27709,40004,4749.83028092,5207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,882436.874784,3984.43988562,48,882436.879115,48050,3984.43984453,5208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,1763209.35151,5306.50433173,50,1763209.33682,50008,5306.50438887,5209,,,43,,,,,,,,,,,,,,,,,,,80,,123,654,,,,,
24,1721163.88807,8495.26243656,50,1721163.85919,50024,8495.26239597,5210,,,107,,,,,,,,,,,,,,,,,,,121,,228,781,,,,,
27,1017172.02713,5312.41487442,40,1017171.91912,40027,5312.41444142,5211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,1923369.32377,7407.15724017,45,1923369.34355,45017,7407.15728968,5212,,,,,,,,,,,,,,,,,,74,,,127,,,201,491,,,,,
3,2542952.50543,8699.80356981,39,2542952.49331,39003,8699.80317849,5213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,1320562.02057,4642.74409902,48,1320562.04386,48051,4642.74402061,5214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,11727172.8761,18675.0739257,41,11743460.5855,41023,18662.0341512,5215,,,,,,,,86,,,,,,,123,,,,,,,,,209,596,,,,,
47,663866.654416,3988.47406382,40,663866.627972,40047,3988.47421059,5216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,877743.04459,3972.88140545,40,877743.06665,40012,3972.88138277,5217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,3928511.44726,9201.13661589,41,3928667.26293,41007,9198.78218426,5218,,,,,,,,204,,,,,,,167,,,,,,,,,371,736,,,,,
36,1538150.64836,5307.12038422,50,1538150.63005,50036,5307.12043786,5219,,,60,,,,,,,,,,,,,,,,,,,193,,253,589,,,,,
28,2085784.90849,5848.36059216,40,2085784.93428,40028,5848.36057293,5220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,1979501.78448,7956.72662269,50,1979501.84743,50019,7956.72656573,5221,,,86,,,,,,,,,,,,,,,,,,,110,,196,692,,,,,
33,1323149.91863,5307.53633231,50,1323149.92916,50033,5307.53649453,5222,,,75,,,,,,,,,,,,,,,,,,,72,,147,548,,,,,
10,1759230.77694,5322.62905962,50,1721592.61269,50010,5262.56298974,5223,,,92,,,,,,,,,,,,,,,,,,,118,,210,592,,,,,
16,819338.543671,3644.08012019,40,819338.493889,40016,3644.08045783,5224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,715178.189231,3645.41405073,40,715178.191363,40011,3645.4138667,5225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,1801712.03027,5693.17582468,41,1801712.24971,41051,5693.17616999,5226,,,,,,,,81,,,,,,,115,,,,,,,,,196,492,,,,,
7,1288304.13928,5331.84066361,40,1288304.14913,40007,5331.84025624,5227,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,1312762.36046,5294.65630778,50,1312762.30138,50022,5294.65640154,5228,,,58,,,,,,,,,,,,,,,,,,,128,,186,816,,,,,
5,2848680.43349,9712.57586521,45,2848680.42956,45005,9712.57588871,5229,,,,,,,,,,,,,,,,,,159,,,127,,,286,604,,,,,
3,875496.673689,3967.60062841,40,875496.662328,40003,3967.60069477,5230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,1491780.79751,5425.55952429,40,1491780.82027,40037,5425.55934545,5231,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,3402419.19245,7797.44245027,50,3402419.19301,50034,7797.44257929,5232,,,54,,,,,,,,,,,,,,,,,,,58,,112,672,,,,,
32,1323041.43283,5314.6352619,50,1323041.38538,50032,5314.63536218,5233,,,54,,,,,,,,,,,,,,,,,,,147,,201,708,,,,,
43,1966687.82268,6614.53404834,50,1966687.81691,50043,6614.53396731,5234,,,82,,,,,,,,,,,,,,,,,,,154,,236,767,,,,,
26,1725366.9194,5918.8245286,50,1725366.92691,50026,5918.82467611,5235,,,66,,,,,,,,,,,,,,,,,,,103,,169,695,,,,,
31,816551.994912,4106.92116532,50,816551.997298,50031,4106.92111241,5236,,,40,,,,,,,,,,,,,,,,,,,36,,76,153,,,,,
27,354444.759978,2385.48764828,50,332915.971523,50027,2316.64370517,5237,,,42,,,,,,,,,,,,,,,,,,,58,,101,204,,,,,
36,842652.055172,4246.10144451,49,842652.062045,49036,4246.10153866,5238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,736230.571806,4083.7010265,49,736230.566063,49023,4083.70115961,5239,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,2723578.71955,8212.01178021,41,2698231.98418,41047,8082.30761956,5240,,,,,,,,95,,,,,,,125,,,,,,,,,220,491,,,,,
37,1230462.81173,5656.6232438,49,1230462.793,49037,5656.62293555,5241,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,1099456.45649,4641.72032746,21,1099456.43007,21030,4641.72020796,3647,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
